response_id	property_id	stay_date_weekday	season	purpose	channel	loyalty_tier	room_type	stay_nights	lead_time_days	rate_usd	issue_reported	cleanliness_score	staff_friendliness_score	checkin_score	room_comfort_score	value_for_money_score	wifi_score	breakfast_score	noise_level_score	problem_resolution_score	overall_satisfaction_score	likelihood_to_recommend	comment_text
R001475	H019	Thu	Summer	Business	Direct	None	Standard	2	28	249.12	0	5	5	6	5	6	8	3	2	5	6	4	cleaning was excellent; could be better
R001476	H014	Thu	Winter	Business	Direct	None	Premium	5	26	80.0	0	5	4	5	6	2	5	6	4	8	4	5	slow response from staff; won’t be back
R001477	H019	Fri	Summer	Business	Corporate	None	Premium	4	6	210.51	0	3	4	2	1	1	1	4	2	1	2	3	maintenance fixed it; could hear neighbors; needs improvement
R001478	H002	Sat	Winter	Leisure	OTA	Gold	Standard	7	11	152.81	0	7	4	4	5	5	5	6	1	5	6	6	staff was friendly; quiet at night; met expectations
R001479	H014	Sat	Fall	Business	Direct	Gold	Standard	6	13	99.6	0	9	8	8	9	9	7	7	10	9	9	9	overpriced for what you get; check-in was quick; great stay overall
R001480	H007	Sun	Winter	Business	Direct	Gold	Standard	3	13	155.82	0	5	5	8	4	3	3	6	5	3	4	4	room was spotless; great service from the team; needs improvement
R001481	H004	Thu	Summer	Business	Corporate	Silver	Premium	4	2	218.85	0	3	5	1	2	4	1	2	2	1	3	4	great service from the team; needs improvement
R001482	H004	Thu	Fall	Business	OTA	Silver	Premium	6	24	262.31	0	4	5	5	7	4	5	4	1	4	5	5	fees felt high; limited breakfast options; could be better
R001483	H004	Sun	Spring	Leisure	Corporate	None	Standard	3	10	94.29	0	5	4	3	3	1	6	4	5	3	4	3	good value; not what I expected
R001484	H002	Wed	Spring	Business	Corporate	Silver	Standard	4	17	212.1	0	5	6	6	5	3	7	8	4	10	6	6	quiet at night; keys didn’t work at first; okay overall
R001485	H010	Tue	Summer	Leisure	Group	None	Suite	6	30	292.94	0	5	8	5	7	2	8	8	6	8	6	6	wifi kept dropping; okay overall
R001486	H016	Mon	Summer	Business	Corporate	Silver	Premium	3	25	284.85	1	7	8	9	10	6	6	9	10	8	8	8	staff was friendly; okay overall
R001487	H010	Sat	Summer	Leisure	Direct	Diamond	Standard	1	11	80.0	0	8	9	8	10	7	9	9	6	10	8	7	bathroom could be cleaner; okay overall
R001488	H003	Fri	Summer	Business	OTA	Gold	Suite	3	30	305.73	1	7	8	9	6	8	7	6	7	6	7	6	breakfast was crowded; good value; okay overall
R001489	H015	Wed	Winter	Leisure	Direct	None	Standard	2	26	232.66	0	3	4	1	2	4	2	4	1	4	2	1	mobile check-in worked well; not what I expected
R001490	H004	Mon	Fall	Business	Group	Gold	Standard	4	10	80.0	0	6	9	5	5	5	8	5	4	7	7	6	could hear neighbors; okay overall
R001491	H018	Mon	Winter	Business	Direct	None	Standard	6	12	129.06	0	3	2	2	4	6	3	6	5	1	3	3	mobile check-in worked well; not what I expected
R001492	H008	Thu	Summer	Leisure	OTA	None	Standard	6	30	250.47	0	3	4	4	1	3	3	4	5	4	5	5	long line at check-in; AC was loud; met expectations
R001493	H001	Tue	Fall	Leisure	Corporate	None	Standard	6	27	196.62	0	9	7	6	7	7	6	9	6	7	7	8	long line at check-in; issue was resolved quickly; okay overall
R001494	H006	Sat	Fall	Leisure	Direct	None	Standard	4	0	140.56	0	3	5	4	5	5	2	2	1	5	4	1	good value; won’t be back
R001495	H017	Sun	Winter	Business	Corporate	Silver	Standard	7	6	178.99	0	6	5	6	5	7	4	5	5	3	4	4	limited breakfast options; won’t be back
R001496	H019	Sat	Spring	Leisure	Direct	None	Standard	7	26	207.76	0	3	4	1	2	3	5	6	1	1	4	4	noise from hallway; needs improvement
R001497	H009	Sat	Summer	Leisure	OTA	None	Standard	6	4	140.24	0	2	1	3	5	2	6	6	2	6	3	3	quiet at night; hallways felt dirty; needs improvement
R001498	H020	Sun	Spring	Leisure	OTA	Diamond	Premium	1	28	167.37	0	8	5	7	9	7	6	10	5	7	7	7	noise from hallway; met expectations
R001499	H005	Sat	Summer	Business	OTA	Silver	Suite	3	41	228.82	1	10	10	10	10	10	8	10	10	10	10	10	good value; highly recommend
R001500	H009	Thu	Summer	Leisure	OTA	None	Standard	7	22	132.95	0	2	6	2	1	1	1	2	2	2	3	3	check-in was quick; wifi kept dropping; not what I expected
R001501	H010	Sat	Spring	Leisure	Group	Silver	Premium	1	7	93.58	0	7	8	8	7	9	2	5	7	8	8	9	AC was loud; could be better
R001502	H005	Thu	Spring	Leisure	Direct	Silver	Standard	4	20	136.76	0	9	10	10	10	8	10	10	8	8	9	10	hallways felt dirty; highly recommend
R001503	H008	Thu	Summer	Business	OTA	Silver	Standard	5	30	121.67	0	3	5	7	4	4	5	6	5	5	5	4	room was spotless; okay overall
R001504	H010	Mon	Fall	Business	Corporate	Silver	Standard	3	19	138.71	0	9	7	10	9	10	6	8	6	6	8	8	street noise was noticeable; slow response from staff; okay overall
R001505	H014	Fri	Spring	Leisure	Corporate	Gold	Standard	5	24	80.0	0	8	7	6	8	6	4	5	9	10	6	5	check-in was quick; reasonable rate; okay overall
R001506	H010	Sun	Winter	Business	Direct	None	Premium	1	8	189.14	0	4	6	7	6	6	5	9	5	8	5	5	great view from the room; could be better
R001507	H003	Fri	Spring	Leisure	Group	Silver	Standard	2	9	227.06	0	7	6	8	7	6	7	5	4	5	7	7	wifi kept dropping; could be better
R001508	H010	Wed	Summer	Business	Direct	None	Standard	3	29	126.3	0	9	8	8	8	9	9	5	7	7	9	10	room was spotless; great stay overall
R001509	H017	Fri	Fall	Business	OTA	Gold	Standard	2	9	135.88	0	6	7	3	4	3	2	5	3	2	4	3	quiet at night; won’t be back
R001510	H001	Sat	Fall	Leisure	OTA	None	Standard	4	0	163.76	0	4	6	2	4	4	4	5	2	6	4	4	fees felt high; won’t be back
R001511	H020	Sat	Fall	Business	Corporate	None	Standard	4	14	120.32	0	5	5	6	5	5	2	3	5	3	4	4	overpriced for what you get; needs improvement
R001512	H003	Thu	Summer	Business	Direct	Diamond	Standard	7	22	234.03	0	6	6	8	4	4	3	4	4	6	5	6	bed was comfortable; could be better
R001513	H001	Wed	Fall	Leisure	Direct	Silver	Standard	4	31	121.68	0	7	8	6	10	6	8	8	6	7	7	7	reasonable rate; could be better
R001514	H003	Wed	Spring	Leisure	Corporate	None	Premium	6	38	143.45	0	5	4	2	5	4	9	5	3	9	5	6	noise from hallway; okay overall
R001515	H006	Sun	Summer	Leisure	Direct	None	Standard	1	19	129.2	0	3	5	1	2	3	5	2	1	1	3	2	AC was loud; won’t be back
R001516	H008	Tue	Summer	Business	OTA	None	Standard	1	26	235.45	1	1	2	2	1	1	1	1	2	1	1	1	mobile check-in worked well; needs improvement
R001517	H017	Sat	Fall	Business	Corporate	Diamond	Standard	3	19	161.14	0	6	5	3	6	6	6	4	3	1	5	5	breakfast was crowded; issue was resolved quickly; okay overall
R001518	H012	Tue	Fall	Leisure	OTA	None	Standard	3	22	294.59	0	6	6	4	8	4	7	4	6	6	6	5	noise from hallway; breakfast was crowded; met expectations
R001519	H013	Sun	Spring	Business	Direct	None	Standard	7	16	196.23	0	5	6	6	6	6	5	6	7	1	5	5	could hear neighbors; met expectations
R001520	H018	Thu	Fall	Business	Direct	Silver	Standard	4	23	244.51	0	7	9	8	10	7	7	7	9	8	8	6	bathroom could be cleaner; okay overall
R001521	H003	Sat	Fall	Business	Group	None	Premium	4	9	155.54	0	2	4	3	7	5	3	5	5	4	3	3	took too long to address; needs improvement
R001522	H005	Fri	Fall	Business	OTA	None	Standard	6	42	118.44	0	4	7	6	7	4	6	6	7	10	6	6	bed was comfortable; street noise was noticeable; met expectations
R001523	H020	Sat	Summer	Leisure	Direct	Gold	Premium	7	0	173.01	0	8	6	8	6	8	5	7	10	6	7	7	slow response from staff; could be better
R001524	H016	Sat	Fall	Leisure	Direct	None	Standard	6	25	134.26	0	8	8	5	8	8	8	7	5	9	7	8	reasonable rate; met expectations
R001525	H002	Mon	Fall	Leisure	Direct	Gold	Standard	4	22	80.0	0	7	8	7	8	4	6	8	6	9	8	8	wifi kept dropping; met expectations
R001526	H005	Wed	Summer	Business	Group	Gold	Standard	2	22	235.81	0	6	8	8	9	5	6	6	8	10	8	8	good coffee; met expectations
R001527	H008	Tue	Spring	Business	Direct	None	Standard	1	4	176.96	0	1	4	3	4	3	1	4	4	4	4	3	overpriced for what you get; maintenance fixed it; won’t be back
R001528	H001	Fri	Fall	Business	Direct	Gold	Standard	1	0	132.98	1	6	6	6	5	5	6	6	2	7	6	6	staff was friendly; bed was comfortable; could be better
R001529	H012	Fri	Fall	Business	OTA	Gold	Standard	6	25	197.58	0	3	3	2	2	1	2	7	3	5	3	3	hallways felt dirty; not what I expected
R001530	H013	Wed	Summer	Business	Direct	Silver	Standard	1	34	177.82	0	8	10	6	6	6	8	5	8	5	7	7	bathroom could be cleaner; met expectations
R001531	H007	Sat	Fall	Business	Direct	Silver	Standard	3	21	259.59	0	10	9	8	10	5	10	10	7	8	9	10	overpriced for what you get; highly recommend
R001532	H005	Wed	Spring	Business	Group	None	Standard	4	28	200.97	0	7	7	8	9	5	6	10	9	4	6	5	maintenance fixed it; okay overall
R001533	H009	Wed	Summer	Leisure	Corporate	None	Premium	4	13	165.58	0	7	6	2	4	5	4	4	4	3	5	5	great view from the room; okay overall
R001534	H019	Wed	Spring	Leisure	Direct	Gold	Premium	1	22	216.61	0	10	8	8	9	9	9	7	10	8	9	10	long line at check-in; highly recommend
R001535	H015	Sat	Summer	Business	OTA	None	Standard	4	33	172.84	0	5	4	2	3	1	3	3	1	3	4	4	took too long to address; won’t be back
R001536	H019	Mon	Spring	Business	Direct	None	Standard	2	14	186.03	0	5	4	7	5	8	3	5	4	5	6	5	front desk was unhelpful; check-in was quick; met expectations
R001537	H012	Sun	Spring	Leisure	Direct	Silver	Standard	3	32	248.57	1	5	7	5	6	4	5	6	8	3	4	4	street noise was noticeable; won’t be back
R001538	H003	Fri	Spring	Leisure	OTA	None	Premium	6	0	104.89	0	3	5	4	3	3	3	2	4	8	4	4	breakfast was great; needs improvement
R001539	H002	Fri	Winter	Leisure	OTA	Gold	Standard	4	11	123.2	0	4	5	4	4	5	5	5	2	8	4	4	reasonable rate; keys didn’t work at first; needs improvement
R001540	H004	Tue	Winter	Business	Corporate	Gold	Standard	3	25	149.84	0	8	6	7	7	5	7	6	9	4	6	6	cleaning was excellent; okay overall
R001541	H011	Sat	Summer	Leisure	Corporate	Gold	Suite	1	41	158.62	0	5	4	6	5	1	2	2	3	4	3	3	slow response from staff; not what I expected
R001542	H005	Sun	Spring	Business	Direct	None	Standard	7	18	244.39	0	9	7	6	8	5	7	6	5	10	7	5	breakfast was great; okay overall
R001543	H007	Thu	Winter	Business	Group	None	Standard	5	6	90.12	0	3	3	6	3	1	4	3	4	3	3	4	cleaning was excellent; needs improvement
R001544	H019	Wed	Winter	Business	OTA	Gold	Premium	6	41	173.23	0	7	7	6	7	10	5	8	6	6	8	8	good coffee; okay overall
R001545	H001	Wed	Winter	Business	Direct	None	Premium	4	16	141.95	0	9	9	10	8	9	8	10	9	6	9	8	long line at check-in; would definitely return
R001546	H002	Wed	Winter	Business	Corporate	Silver	Standard	2	26	277.03	0	7	7	5	6	4	5	4	3	5	6	6	good value; front desk was unhelpful; could be better
R001547	H008	Wed	Fall	Business	Direct	Silver	Standard	2	14	228.03	1	6	4	5	8	7	9	6	4	4	5	6	could hear neighbors; met expectations
R001548	H016	Fri	Summer	Leisure	OTA	None	Standard	1	20	189.32	0	7	8	7	7	8	6	7	7	8	7	8	room was spotless; met expectations
R001549	H017	Wed	Spring	Business	Corporate	None	Standard	7	11	233.13	0	3	2	5	1	3	4	2	4	1	2	2	room was spotless; needs improvement
R001550	H006	Sat	Summer	Business	Direct	Silver	Standard	4	45	95.83	0	2	3	1	4	3	3	3	1	5	2	2	could hear neighbors; won’t be back
R001551	H006	Thu	Winter	Business	Corporate	None	Standard	3	32	296.65	0	4	4	7	6	3	4	4	4	7	5	5	fees felt high; okay overall
R001552	H012	Fri	Summer	Business	Direct	Gold	Standard	5	39	124.49	0	4	2	2	1	4	1	5	1	2	3	2	good value; great view from the room; not what I expected
R001553	H018	Sun	Fall	Business	Corporate	Silver	Premium	1	9	250.42	0	6	7	5	7	3	8	10	4	8	6	5	great view from the room; could be better
R001554	H004	Thu	Winter	Business	Direct	None	Suite	4	0	208.1	0	4	9	5	5	5	7	7	6	6	6	5	cleaning was excellent; great service from the team; okay overall
R001555	H018	Tue	Winter	Business	Direct	Gold	Premium	4	14	190.86	1	7	6	7	8	4	7	4	6	7	6	8	room was spotless; met expectations
R001556	H017	Thu	Summer	Leisure	OTA	None	Standard	7	48	247.91	0	1	3	1	4	1	1	3	3	3	1	1	noise from hallway; needs improvement
R001557	H006	Thu	Winter	Leisure	Corporate	None	Standard	6	14	234.79	0	7	5	3	7	3	3	4	6	3	4	4	wifi was fast; not what I expected
R001558	H014	Sat	Winter	Business	Direct	Diamond	Standard	6	31	181.44	0	1	2	1	3	1	3	5	3	1	2	3	room felt small; not what I expected
R001559	H013	Sat	Summer	Leisure	Corporate	Gold	Standard	2	6	149.7	0	4	5	5	8	5	9	7	5	10	5	5	good value; okay overall
R001560	H001	Fri	Summer	Leisure	Direct	Silver	Standard	4	8	182.38	0	8	6	9	4	5	8	6	7	7	7	7	bed was comfortable; okay overall
R001561	H009	Sun	Spring	Leisure	OTA	Gold	Premium	7	17	168.83	1	3	8	5	6	6	9	8	4	5	5	4	problem wasn’t resolved; okay overall
R001562	H005	Tue	Fall	Leisure	OTA	Silver	Standard	1	43	196.24	0	8	10	10	9	10	7	6	6	9	8	8	limited breakfast options; quiet at night; met expectations
R001563	H002	Tue	Winter	Leisure	Direct	None	Standard	5	31	236.24	0	1	3	2	5	3	1	4	2	4	2	1	long line at check-in; needs improvement
R001564	H010	Wed	Spring	Leisure	Group	None	Standard	3	0	203.11	0	6	5	6	5	5	6	4	7	2	5	5	cleaning was excellent; great service from the team; met expectations
R001565	H015	Fri	Summer	Leisure	OTA	None	Suite	6	26	186.09	0	4	4	3	5	3	4	8	2	5	4	5	keys didn’t work at first; won’t be back
R001566	H011	Tue	Summer	Business	OTA	None	Standard	4	4	135.76	1	3	3	1	2	1	2	1	3	4	2	1	room was spotless; won’t be back
R001567	H002	Mon	Summer	Business	OTA	Silver	Standard	5	10	194.48	0	3	1	5	2	1	1	3	2	4	3	4	noise from hallway; maintenance fixed it; not what I expected
R001568	H017	Sun	Summer	Business	OTA	Gold	Standard	2	24	80.0	0	4	6	3	8	4	3	6	4	5	5	4	room was spotless; met expectations
R001569	H002	Wed	Summer	Business	OTA	None	Premium	7	35	127.15	0	1	3	2	4	2	5	2	4	1	2	3	took too long to address; reasonable rate; needs improvement
R001570	H008	Tue	Fall	Business	Corporate	Silver	Standard	6	34	211.37	0	4	1	1	4	3	3	2	1	7	3	4	wifi was fast; won’t be back
R001571	H012	Wed	Summer	Business	OTA	Gold	Standard	5	22	228.11	0	1	5	4	6	2	5	3	6	1	3	3	mobile check-in worked well; not what I expected
R001572	H019	Tue	Spring	Leisure	OTA	Diamond	Standard	3	22	173.76	0	5	6	6	8	5	5	4	10	5	6	7	maintenance fixed it; met expectations
R001573	H016	Mon	Fall	Leisure	OTA	None	Standard	2	34	187.06	0	7	5	6	5	5	5	8	5	9	6	6	great service from the team; met expectations
R001574	H004	Wed	Spring	Leisure	OTA	Diamond	Standard	2	0	197.22	1	4	4	5	6	7	2	8	6	7	5	4	mobile check-in worked well; took too long to address; could be better
R001575	H009	Wed	Fall	Business	OTA	Gold	Premium	3	40	215.89	0	2	5	7	6	4	6	4	4	1	4	5	reasonable rate; internet was reliable; won’t be back
R001576	H018	Sat	Spring	Business	OTA	None	Standard	6	9	162.92	1	6	4	7	3	7	7	7	1	8	6	5	internet was reliable; met expectations
R001577	H005	Thu	Summer	Leisure	OTA	None	Standard	7	21	116.02	0	4	7	7	9	6	7	5	5	2	6	6	breakfast was great; mobile check-in worked well; met expectations
R001578	H019	Sat	Summer	Leisure	Corporate	None	Standard	5	12	198.23	0	7	3	5	5	4	8	8	5	7	6	5	room felt small; maintenance fixed it; okay overall
R001579	H011	Sat	Summer	Leisure	Group	Silver	Standard	7	4	292.5	0	5	5	8	7	2	5	6	6	1	6	7	problem wasn’t resolved; great view from the room; met expectations
R001580	H013	Sat	Winter	Leisure	Group	Silver	Standard	2	24	119.65	0	9	7	7	10	7	7	7	7	5	7	7	reasonable rate; could be better
R001581	H014	Sun	Spring	Leisure	Corporate	Silver	Premium	6	21	167.39	0	6	6	9	8	6	7	7	3	9	7	7	good value; okay overall
R001582	H020	Thu	Fall	Business	OTA	Gold	Premium	4	17	151.83	0	5	10	10	8	10	8	8	9	10	9	9	room was spotless; highly recommend
R001583	H014	Mon	Fall	Business	Corporate	None	Standard	1	16	319.79	0	6	6	7	8	2	5	7	8	7	6	7	internet was reliable; could be better
R001584	H009	Mon	Summer	Business	Direct	None	Premium	5	36	117.36	0	3	4	1	4	3	5	3	4	5	3	4	great view from the room; not what I expected
R001585	H012	Tue	Winter	Leisure	OTA	Gold	Suite	7	44	165.37	0	5	5	5	5	5	4	3	4	6	6	7	good value; could be better
R001586	H014	Sat	Spring	Leisure	Direct	Diamond	Standard	4	33	153.12	0	7	9	10	10	10	8	7	10	10	9	8	wifi was fast; highly recommend
R001587	H012	Fri	Summer	Business	Direct	Gold	Standard	2	21	99.74	0	5	9	8	5	5	6	4	6	5	6	7	noise from hallway; could be better
R001588	H001	Tue	Winter	Leisure	Group	None	Suite	3	0	96.48	0	7	6	7	7	8	10	8	7	7	7	7	AC was loud; okay overall
R001589	H019	Tue	Fall	Business	Corporate	None	Premium	5	26	209.1	0	3	4	4	4	5	4	2	1	1	4	2	bathroom could be cleaner; not what I expected
R001590	H006	Sun	Summer	Business	OTA	None	Standard	5	26	217.52	1	4	1	3	3	1	1	1	1	4	2	1	took too long to address; won’t be back
R001591	H014	Thu	Spring	Business	Direct	None	Premium	2	27	141.43	0	6	9	3	7	6	3	5	4	5	6	6	mobile check-in worked well; met expectations
R001592	H012	Tue	Spring	Business	OTA	None	Standard	5	4	259.54	0	5	6	2	5	2	5	8	4	5	5	4	great view from the room; could be better
R001593	H003	Sun	Winter	Leisure	OTA	Diamond	Standard	6	28	80.0	1	6	4	3	5	6	3	2	5	3	4	6	limited breakfast options; hallways felt dirty; won’t be back
R001594	H018	Fri	Summer	Business	Corporate	Silver	Standard	1	37	99.49	0	4	7	7	5	7	6	6	3	5	6	5	front desk was unhelpful; could be better
R001595	H002	Thu	Summer	Leisure	Group	None	Standard	3	6	125.52	0	6	5	2	6	6	3	6	5	6	5	5	breakfast was crowded; okay overall
R001596	H020	Thu	Spring	Leisure	Direct	None	Standard	2	26	174.46	1	6	7	7	7	9	10	8	6	5	6	5	problem wasn’t resolved; noise from hallway; could be better
R001597	H019	Fri	Summer	Business	Direct	None	Standard	6	8	147.95	0	4	4	6	3	5	7	4	6	2	5	6	staff was friendly; reasonable rate; okay overall
R001598	H012	Wed	Spring	Business	Direct	Silver	Standard	5	17	162.94	1	4	2	4	3	2	2	1	1	3	2	2	long line at check-in; not what I expected
R001599	H020	Sun	Summer	Leisure	Direct	Gold	Premium	4	7	204.1	1	4	5	2	5	8	5	8	5	7	6	6	fees felt high; met expectations
R001600	H018	Sat	Fall	Business	OTA	None	Standard	2	14	262.42	0	7	7	8	6	8	8	4	8	7	8	9	great view from the room; great service from the team; met expectations
R001601	H018	Fri	Spring	Leisure	Direct	Gold	Standard	4	14	223.15	0	3	5	3	1	2	5	5	5	5	3	2	bathroom could be cleaner; great view from the room; not what I expected
R001602	H016	Fri	Spring	Business	Direct	None	Standard	7	23	178.37	0	5	5	6	6	4	4	6	4	6	6	7	problem wasn’t resolved; could be better
R001603	H019	Sun	Fall	Leisure	Direct	None	Standard	7	29	170.19	0	4	5	1	3	5	5	5	2	7	4	4	fees felt high; check-in was quick; needs improvement
R001604	H016	Mon	Spring	Leisure	Direct	Diamond	Standard	2	33	241.08	0	8	9	7	9	9	8	6	4	8	8	6	quiet at night; met expectations
R001605	H018	Mon	Spring	Business	Corporate	None	Standard	4	10	288.05	0	6	3	5	7	4	5	10	6	3	5	4	problem wasn’t resolved; noise from hallway; could be better
R001606	H003	Sat	Fall	Business	Direct	None	Standard	6	22	213.3	0	2	5	1	1	4	1	3	4	3	2	4	hallways felt dirty; needs improvement
R001607	H009	Tue	Summer	Leisure	Corporate	Silver	Suite	3	5	145.59	0	3	4	5	4	6	7	3	5	6	4	5	reasonable rate; won’t be back
R001608	H010	Fri	Fall	Business	Direct	None	Standard	7	17	190.55	0	6	7	6	8	7	7	5	9	6	6	5	wifi was weak in the room; could be better
R001609	H019	Thu	Summer	Business	Direct	None	Standard	4	19	209.82	0	6	4	7	5	5	7	7	3	9	6	6	staff was friendly; okay overall
R001610	H010	Wed	Summer	Business	Direct	None	Premium	3	7	141.69	0	5	6	4	3	3	4	4	4	5	5	6	took too long to address; bed was comfortable; met expectations
R001611	H009	Tue	Winter	Business	Corporate	None	Standard	7	25	226.95	0	4	3	6	3	5	4	4	6	4	5	5	great service from the team; wifi was fast; met expectations
R001612	H016	Sat	Winter	Leisure	Direct	Silver	Standard	5	16	190.84	0	9	10	10	8	8	10	7	6	10	10	10	breakfast was great; would definitely return
R001613	H014	Tue	Summer	Leisure	OTA	None	Standard	1	20	244.88	0	6	7	6	8	5	4	6	6	3	6	6	limited breakfast options; met expectations
R001614	H012	Tue	Winter	Business	Direct	Gold	Standard	1	33	116.4	0	4	7	2	7	5	6	4	5	10	6	7	quiet at night; room was spotless; met expectations
R001615	H019	Thu	Summer	Leisure	Group	Gold	Standard	7	13	80.0	0	6	6	4	4	6	3	5	6	2	5	6	staff was friendly; okay overall
R001616	H017	Mon	Spring	Business	Direct	None	Premium	5	28	151.43	0	7	5	3	5	5	1	2	6	6	5	4	quiet at night; hallways felt dirty; okay overall
R001617	H015	Fri	Winter	Business	OTA	None	Standard	7	35	176.42	0	3	3	2	5	1	6	8	4	1	3	4	front desk was unhelpful; mobile check-in worked well; won’t be back
R001618	H020	Sun	Summer	Leisure	Corporate	None	Premium	7	35	80.0	0	3	6	5	2	4	5	2	3	5	4	4	room felt small; won’t be back
R001619	H001	Sat	Summer	Leisure	Direct	None	Standard	6	16	138.49	0	4	5	2	3	5	2	5	1	4	5	5	took too long to address; okay overall
R001620	H012	Fri	Spring	Business	Direct	None	Premium	7	6	252.01	1	4	7	5	6	3	4	4	7	5	4	4	good coffee; needs improvement
R001621	H001	Wed	Fall	Business	Corporate	Gold	Standard	7	9	207.0	1	6	6	4	5	4	3	5	4	7	5	6	could hear neighbors; okay overall
R001622	H016	Sun	Winter	Business	Direct	None	Standard	3	0	183.29	0	8	8	6	5	5	8	5	10	5	7	7	staff was friendly; could be better
R001623	H003	Sun	Winter	Leisure	Direct	Silver	Standard	5	26	111.65	0	5	6	5	6	4	4	7	3	1	5	7	breakfast was crowded; maintenance fixed it; could be better
R001624	H012	Sat	Fall	Business	OTA	Silver	Standard	6	27	250.02	0	6	3	5	4	1	1	3	4	7	4	5	bed was comfortable; won’t be back
R001625	H016	Tue	Fall	Business	Direct	Gold	Standard	7	19	149.96	0	9	10	9	9	7	8	4	7	8	8	9	took too long to address; good coffee; okay overall
R001626	H013	Mon	Spring	Leisure	Group	None	Standard	6	1	180.7	0	4	5	3	3	1	4	2	2	4	3	3	noise from hallway; great view from the room; won’t be back
R001627	H002	Tue	Spring	Business	OTA	None	Standard	6	14	199.44	0	3	3	1	4	1	1	1	2	2	2	1	limited breakfast options; needs improvement
R001628	H010	Tue	Fall	Business	OTA	Diamond	Standard	3	35	185.28	0	9	8	9	9	9	9	8	9	10	10	9	breakfast was great; noise from hallway; highly recommend
R001629	H016	Mon	Summer	Business	Direct	None	Standard	4	25	264.51	0	7	10	10	8	7	9	9	9	10	8	8	AC was loud; mobile check-in worked well; okay overall
R001630	H020	Sun	Winter	Business	OTA	Silver	Standard	6	27	209.51	0	4	4	4	4	4	5	3	3	7	5	4	internet was reliable; keys didn’t work at first; okay overall
R001631	H018	Tue	Winter	Business	OTA	Silver	Standard	1	58	195.3	0	6	8	5	7	9	6	7	3	5	7	7	room was spotless; check-in was quick; okay overall
